,show_id,title,country,release_year,is_adult,duration,description
1995,s3070,Pokémon the Movie: Power of Us,Japan,2018,TV-Y7,98,"Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day!"
1996,s3071,Posesif,Indonesia,2017,TV-MA,102,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.
1997,s3073,Riot,Not Available,2015,TV-MA,88,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life."
1998,s3074,Road Trip: Beer Pong,United States,2009,R,97,"When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey."
1999,s3078,Aaviri,India,2019,TV-14,110,"After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit."
2000,s3079,Albert Pinto Ko Gussa Kyun Aata Hai?,India,2019,TV-MA,85,"As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society."
2001,s3081,Benchwarmers 2: Breaking Balls,United States,2019,PG-13,90,A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.
2002,s3082,How High 2,United States,2019,TV-MA,89,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it."
2003,s3090,Hot Gimmick: Girl Meets Boy,Japan,2019,TV-MA,120,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust."
2004,s3091,Blitz Patrollie,South Africa,2013,TV-MA,102,"Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history."
2005,s3092,"El Pepe, a Supreme Life",Argentina,2018,TV-14,73,"In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
2006,s3094,The Vendor,Not Available,2018,TV-MA,103,A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.
2007,s3095,The App,Italy,2019,TV-MA,79,"While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral."
2008,s3098,Doom: Annihilation,United States,2019,R,97,"When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth."
2009,s3099,Fireworks,Japan,2017,TV-PG,91,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day."
2010,s3100,Grand-Daddy Day Care,United States,2019,PG-13,96,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.
2011,s3101,Jarhead: Law of Return,Israel,2019,R,103,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
2012,s3102,MFKZ,France,2017,R,95,Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.
2013,s3103,Sweetheart,United States,2019,PG-13,83,A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.
2014,s3105,Como caído del cielo,Mexico,2019,TV-14,117,"To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways."
2015,s3106,John Mulaney & The Sack Lunch Bunch,United States,2019,TV-PG,70,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
2016,s3108,Jacob's Ladder,United States,2019,R,90,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions."
2017,s3110,Back of the Net,Australia,2019,TV-Y,86,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.
2018,s3111,Lost in London,Nigeria,2017,TV-PG,86,"Nigerian students Okon and Bona experience culture shock – several shocks, really – after being selected for an exchange program in London."
2019,s3113,Being Mrs Elliot,Nigeria,2014,TV-14,113,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives."
2020,s3114,Falz Experience,Not Available,2018,TV-MA,82,"Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show."
2021,s3115,Iyore,Nigeria,2015,TV-PG,141,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
2022,s3116,The First Lady,Not Available,2015,TV-MA,107,"Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle."
2023,s3117,The Two Popes,United Kingdom,2019,PG-13,126,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events."
2024,s3119,After the Raid,United States,2019,TV-PG,25,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.
2025,s3124,Ronny Chieng: Asian Comedian Destroys America!,United States,2019,TV-MA,63,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more."
2026,s3125,"Sincerely Yours, Dhaka",Bangladesh,2018,TV-MA,136,Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.
2027,s3126,The Danish Girl,United Kingdom,2015,R,120,"In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman."
2028,s3127,Bangistan,India,2015,TV-14,134,"Sent on the same deadly international mission by their rival religious factions, two men's madcap antics along the way take them hilariously off course."
2029,s3132,Dil Chahta Hai,India,2001,TV-14,185,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love."
2030,s3133,Dil Dhadakne Do,India,2015,TV-MA,174,"While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade."
2031,s3134,Don,India,2006,TV-14,169,"A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang."
2032,s3135,Don 2,India,2011,TV-14,148,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way."
2033,s3136,Fukrey,India,2013,TV-14,135,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.
2034,s3137,Game,India,2011,TV-14,135,"A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit."
2035,s3139,Holy Expectations,Not Available,2019,TV-14,89,"With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her."
2036,s3140,Honeymoon Travels Pvt. Ltd.,India,2007,TV-14,119,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.
2037,s3141,Isoken,Nigeria,2017,TV-14,98,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
2038,s3142,Karthik Calling Karthik,India,2010,TV-14,135,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
2039,s3143,Lakshya,India,2004,TV-PG,185,"After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out."
2040,s3144,Luck by Chance,India,2009,TV-14,156,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
2041,s3145,Potato Potahto,Ghana,2017,TV-MA,104,A divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.
2042,s3146,Rock On!!,India,2008,TV-14,139,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream."
2043,s3148,Talaash,India,2012,TV-14,140,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
2044,s3150,Zindagi Na Milegi Dobara,India,2011,TV-14,154,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.
2045,s3151,6 Underground,United States,2019,R,129,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
2046,s3152,A Trip to Jamaica,Nigeria,2016,TV-MA,99,A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.
2047,s3153,My Wife and I,South Africa,2017,TV-MA,100,"When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage."
2048,s3154,Okafor's Law,Nigeria,2016,TV-14,110,An unapologetic lothario sets out to seduce three ex-flames – but gets an unexpected education in love along the way.
