,show_id,title,country,release_year,is_adult,num_seasons,description,num_episodes
654,s1886,Bad Boy Billionaires: India,India,2020,TV-14,1,"This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons.",19
655,s1890,Pat a Pat Como,Not Available,2016,TV-Y,1,"For Como and his friends, each new adventure is a lesson on why it's important to be considerate — and to take care of one another!",15
656,s1891,Qurious Como,Not Available,2017,TV-Y,1,"Shrunk down in size, Como and his friends examine the wonder-filled world around them one item at a time, from foods to household goods.",20
657,s1894,DreamWorks Happy Holidays from Madagascar,United States,2005,TV-PG,1,Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.,17
658,s1895,Emily in Paris,United States,2020,TV-MA,1,"After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.",13
659,s1896,H2O: Just Add Water,Australia,2009,TV-PG,3,The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,16
660,s1907,Evil,United States,2019,TV-14,1,A forensic psychologist partners with a Catholic priest-in-training to investigate miracles and demonic possession in this supernatural drama.,22
661,s1908,Familiar Wife,South Korea,2018,TV-MA,1,"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",13
662,s1909,Food Wars!: Shokugeki no Soma,Japan,2016,TV-MA,2,"Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion.",16
663,s1911,"Good Morning, Verônica",Brazil,2020,TV-MA,1,"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it.",12
664,s1915,Journey of an African Colony,Not Available,2018,TV-MA,1,This docuseries delves into the untold stories and unsung heroes that paved Nigeria's road to independence. Based on the books by host Olasupo Shasore.,14
665,s1916,Oktoberfest: Beer & Blood,Germany,2020,TV-MA,1,"In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest.",22
666,s1918,Secreto bien guardado,Argentina,2019,TV-MA,1,"In 1940 Argentina, a Jewish 17-year-old on vacation with her family falls in love with a young Nazi lawyer staying at the same hotel.",14
667,s1919,Sword Art Online,Japan,2018,TV-MA,3,A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.,20
668,s1923,The Parkers,United States,2003,TV-PG,5,"In this ""Moesha"" spinoff, undergraduate Kim is joined at Santa Monica College by her mother Nikki, who decides to go back to school with her daughter.",20
669,s1924,The Unicorn,United States,2019,TV-14,1,"A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.",21
670,s1926,You Cannot Hide,Mexico,2020,TV-MA,1,"A nurse and her daughter flee her husband’s drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.",18
671,s1929,Black Butler,Japan,2010,TV-MA,3,"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",21
672,s1930,Man with a Plan,United States,2020,TV-PG,4,"When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.",17
673,s1934,Wentworth,Australia,2020,TV-MA,8,Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.,19
674,s1948,"Whose Vote Counts, Explained",United States,2020,TV-PG,1,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",14
675,s1949,Van Helsing,United States,2019,TV-MA,4,"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",21
676,s1950,The Good Place,United States,2020,TV-14,4,"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",19
677,s1952,A Perfect Crime,Germany,2020,TV-14,1,"This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.",18
678,s1953,Mighty Little Bheem,Not Available,2020,TV-Y,3,An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,22
679,s1955,Sneakerheads,United States,2020,TV-MA,1,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,14
680,s1956,The School Nurse Files,South Korea,2020,TV-MA,1,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",22
681,s1959,The Chef Show,United States,2020,TV-MA,4,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",14
682,s1962,The Playbook,United States,2020,TV-MA,1,Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,20
683,s1974,Fukrey Boyzzz,Not Available,2020,TV-Y,1,"A troublemaking trio dreams big, plays hard and stirs up all sorts of classroom mischief in this animated spinoff of the popular Hindi film franchise.",19
684,s1979,Ratched,United States,2020,TV-MA,1,"In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",21
685,s1980,The American Barbecue Showdown,United States,2020,TV-G,1,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,14
686,s1981,The Blacklist,United States,2019,TV-14,7,"After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.",13
687,s1984,Dragon's Dogma,Not Available,2020,TV-MA,1,"Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.",18
688,s1989,The Last Word,Germany,2020,TV-MA,1,"Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.",13
689,s1990,Baby,Italy,2020,TV-MA,3,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",20
690,s1991,Challenger,United States,2020,TV-14,1,"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",22
691,s1992,Criminal: UK,United Kingdom,2020,TV-MA,2,"Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime.",19
692,s1994,Signs,Poland,2020,TV-MA,2,"When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",15
693,s1995,Sing On!,United States,2020,TV-PG,1,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",13
694,s1999,Call the Midwife,United Kingdom,2020,TV-MA,9,This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.,13
695,s2003,Taco Chronicles,United States,2020,TV-MA,2,"Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",22
696,s2007,Buddi,United Kingdom,2020,TV-Y,2,"The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship.",22
697,s2009,Family Business,France,2020,TV-MA,2,"After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",17
698,s2010,Girlfriends,United States,2007,TV-14,8,"Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny.",19
699,s2013,The Barrier,Spain,2020,TV-MA,1,One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,16
700,s2014,The Duchess,United Kingdom,2020,TV-MA,1,"Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",12
701,s2022,Greenleaf,United States,2020,TV-14,5,"Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",20
702,s2023,Julie and the Phantoms,United States,2020,TV-G,1,"Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!",15
703,s2033,Get Organized with The Home Edit,United States,2020,TV-PG,1,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",22
704,s2034,La Línea: Shadow of Narco,Spain,2020,TV-MA,1,"A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.",15
705,s2038,Record of Youth,South Korea,2020,TV-14,1,Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,17
706,s2041,Transformers: Cyberverse,Not Available,2020,TV-Y7,2,Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,16
